datetime,NO2_BRINGELLY,NO2_CAMDEN,NO2_CAMPBELLTOWN_WEST,NO2_LIVERPOOL,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN WEST,OZONE_LIVERPOOL,OZONE_CAMPBELLTOWN,OZONE_ABERDEEN,OZONE_BULGA,OZONE_CAMBERWELL,OZONE_JERRYS PLAINS,OZONE_MAISON DIEU,OZONE_MERRIWA,OZONE_MOUNT THORLEY,OZONE_MUSWELLBROOK,OZONE_MUSWELLBROOK NW,OZONE_SINGLETON,OZONE_SINGLETON NW,OZONE_SINGLETON SOUTH,OZONE_WARKWORTH,OZONE_WYBONG,OZONE_BERESFIELD,OZONE_CARRINGTON,OZONE_MAYFIELD,OZONE_NEWCASTLE,OZONE_STOCKTON,OZONE_WALLSEND,OZONE_MORISSET,OZONE_WYONG,OZONE_ALBION PARK,OZONE_ALBION PARK RAIL,OZONE_ALBION PARK SOUTH,OZONE_KEMBLA GRANGE,OZONE_WARRAWONG,OZONE_WOLLONGONG,OZONE_BRADFIELD HIGHWAY,OZONE_ALBURY,OZONE_ARMIDALE,OZONE_BATHURST,OZONE_COFFS HARBOUR,OZONE_GOULBURN,OZONE_GUNNEDAH,OZONE_NARRABRI,OZONE_ORANGE,OZONE_PORT MACQUARIE,OZONE_TAMWORTH,OZONE_WAGGA WAGGA,OZONE_WAGGA WAGGA NORTH,OZONE_BARGO,OZONE_BLACKTOWN ,OZONE_CHULLORA,OZONE_COOK AND PHILLIP,OZONE_EARLWOOD,OZONE_LIDCOMBE,OZONE_LIDCOMBE (FORMER),OZONE_LINDFIELD,OZONE_LIVERPOOL,OZONE_MACARTHUR,OZONE_MACQUARIE PARK,OZONE_OAKDALE,OZONE_PARRAMATTA NORTH ,OZONE_PENRITH,OZONE_PROSPECT,OZONE_RANDWICK,OZONE_RICHMOND,OZONE_ROUSE HILL,OZONE_ROZELLE,OZONE_ST MARYS,OZONE_SYDNEY,OZONE_VINEYARD,OZONE_WOOLOOWARE,OZONE_ARMIDALE,OZONE_BOURKE,OZONE_BROKEN HILL,OZONE_BURONGA,OZONE_COBAR,OZONE_CONDOBOLIN,OZONE_COOMA,OZONE_COOMBAH,OZONE_COWRA,OZONE_DENILIQUIN,OZONE_DUBBO,OZONE_EUSTON,OZONE_GRAFTON,OZONE_GRIFFITH,OZONE_GUNNEDAH,OZONE_GUNNEDAH SOUTH EAST,OZONE_HAY,OZONE_HILLSTON,OZONE_IVANHOE,OZONE_JUNEE,OZONE_KYALITE,OZONE_LAKE VICTORIA,OZONE_LAMEROO,OZONE_LISMORE,OZONE_LODDON PLAINS,OZONE_MERIMBULA,OZONE_MOOLAWATANA,OZONE_MOREE,OZONE_NARRANDERA,OZONE_PARKES,OZONE_POONCARIE,OZONE_RAND,OZONE_TEMORA,OZONE_TIBOOBURRA,OZONE_WAGGA WAGGA NORTH,OZONE_WALGETT,OZONE_WALPEUP,OZONE_WERRIMULL,OZONE_WEST WYALONG,OZONE_WHITE CLIFFS,OZONE_WYCHEPROOF,OZONE_CAMMERAY,OZONE_CATARACT RFS,OZONE_KATOOMBA,OZONE_KURRAJONG HEIGHTS,OZONE_LIVERPOOL SWAQS,OZONE_PORT KEMBLA,OZONE_PORT KEMBLA STEELWORKS,OZONE_WENTWORTH FALLS,OZONE_KURRI KURRI,OZONE_BOWRAL,OZONE_BATEMANS BAY,OZONE_COFFS HARBOUR,OZONE_COFFS HARBOUR,OZONE_COOMA,OZONE_GRAFTON,OZONE_LISMORE,OZONE_MERIMBULA,OZONE_PORT MACQUARIE,OZONE_TAREE,OZONE_ULLADULLA,PM25_CAMDEN,PM25_LIVERPOOL,PM25_BRINGELLY,WDR_BRINGELLY,WDR_CAMDEN,WDR_CAMPBELLTOWN_WEST,WDR_LIVERPOOL,WSP_BRINGELLY,WSP_CAMDEN,WSP_CAMPBELLTOWN_WEST,WSP_LIVERPOOL,hour,season_number,forecast_hours,PM25_ABERDEEN,PM25_BULGA,PM25_CAMBERWELL,PM25_JERRYS PLAINS,PM25_MAISON DIEU,PM25_MERRIWA,PM25_MOUNT THORLEY,PM25_MUSWELLBROOK,PM25_MUSWELLBROOK NW,PM25_SINGLETON,PM25_SINGLETON NW,PM25_SINGLETON SOUTH,PM25_WARKWORTH,PM25_WYBONG,PM25_BERESFIELD,PM25_CARRINGTON,PM25_MAYFIELD,PM25_NEWCASTLE,PM25_STOCKTON,PM25_WALLSEND,PM25_MORISSET,PM25_WYONG,PM25_ALBION PARK,PM25_ALBION PARK RAIL,PM25_ALBION PARK SOUTH,PM25_KEMBLA GRANGE,PM25_WARRAWONG,PM25_WOLLONGONG,PM25_BRADFIELD HIGHWAY,PM25_ALBURY,PM25_ARMIDALE,PM25_BATHURST,PM25_COFFS HARBOUR,PM25_GOULBURN,PM25_GUNNEDAH,PM25_NARRABRI,PM25_ORANGE,PM25_PORT MACQUARIE,PM25_TAMWORTH,PM25_WAGGA WAGGA,PM25_WAGGA WAGGA NORTH,PM25_BARGO,PM25_BLACKTOWN ,PM25_BRINGELLY,PM25_CAMDEN,PM25_CAMPBELLTOWN,PM25_CAMPBELLTOWN WEST,PM25_CHULLORA,PM25_COOK AND PHILLIP,PM25_EARLWOOD,PM25_LIDCOMBE,PM25_LIDCOMBE (FORMER),PM25_LINDFIELD,PM25_LIVERPOOL,PM25_MACARTHUR,PM25_MACQUARIE PARK,PM25_OAKDALE,PM25_PARRAMATTA NORTH ,PM25_PENRITH,PM25_PROSPECT,PM25_RANDWICK,PM25_RICHMOND,PM25_ROUSE HILL,PM25_ROZELLE,PM25_ST MARYS,PM25_SYDNEY,PM25_VINEYARD,PM25_WOOLOOWARE,PM25_ARMIDALE,PM25_BOURKE,PM25_BROKEN HILL,PM25_BURONGA,PM25_COBAR,PM25_CONDOBOLIN,PM25_COOMA,PM25_COOMBAH,PM25_COWRA,PM25_DENILIQUIN,PM25_DUBBO,PM25_EUSTON,PM25_GRAFTON,PM25_GRIFFITH,PM25_GUNNEDAH,PM25_GUNNEDAH SOUTH EAST,PM25_HAY,PM25_HILLSTON,PM25_IVANHOE,PM25_JUNEE,PM25_KYALITE,PM25_LAKE VICTORIA,PM25_LAMEROO,PM25_LISMORE,PM25_LODDON PLAINS,PM25_MERIMBULA,PM25_MOOLAWATANA,PM25_MOREE,PM25_NARRANDERA,PM25_PARKES,PM25_POONCARIE,PM25_RAND,PM25_TEMORA,PM25_TIBOOBURRA,PM25_WAGGA WAGGA NORTH,PM25_WALGETT,PM25_WALPEUP,PM25_WERRIMULL,PM25_WEST WYALONG,PM25_WHITE CLIFFS,PM25_WYCHEPROOF,PM25_CAMMERAY,PM25_CATARACT RFS,PM25_KATOOMBA,PM25_KURRAJONG HEIGHTS,PM25_LIVERPOOL SWAQS,PM25_PORT KEMBLA,PM25_PORT KEMBLA STEELWORKS,PM25_WENTWORTH FALLS,PM25_KURRI KURRI,PM25_BOWRAL,PM25_BATEMANS BAY,PM25_COFFS HARBOUR,PM25_COFFS HARBOUR,PM25_COOMA,PM25_GRAFTON,PM25_LISMORE,PM25_MERIMBULA,PM25_PORT MACQUARIE,PM25_TAREE,PM25_ULLADULLA
2019-01-02 05:00:00+10:00,,,,,1.848555684,2.025084019,1.496510744,1.623313665,1.9394,1.9029,5.3141,3.3715,5.4295,0.7573,6.0034,4.3155,0.4787,4.9593,0.1159,2.3359,0.635,6.0987,3.3427,2.8949,4.4453,5.7895,0.128,6.0758,4.609,3.3953,5.2587,3.7819,0.286,0.4183,5.5661,2.6957,1.149,3.3063,3.6541,3.6347,1.5338,0.6256,0.5255,1.2366,3.6884,1.0153,4.6049,4.4036,0.5597,5.1359,0.7673,5.8141,4.4566,4.9591,1.1829,4.0193,3.7887,0.1738,5.8977,3.6738,4.4868,4.2672,4.7307,1.7514,3.8165,1.793,1.61,5.3193,0.4828,2.9311,5.2761,1.3365,4.5308,1.0619,3.1369,3.6717,0.2198,3.3709,2.0881,1.9963,3.8933,5.4281,3.6055,0.1478,4.5347,0.8918,2.4926,4.7909,1.5827,4.3854,5.9691,2.0029,2.9356,6.0529,0.6696,1.5789,3.9181,4.8759,2.8612,0.7802,0.3377,5.9635,1.3537,1.2893,5.8352,0.2899,0.3006,4.1571,4.8415,5.6663,5.7243,3.3231,1.8865,3.69,0.4946,4.0545,0.2379,3.5644,1.7091,1.5057,1.5894,5.6088,0.6947,5.7457,1.4481,3.491,3.6371,4.5765,6.0755,4.2064,0.4598,4.9383,3.2873,3.7275,0.1865,5.9659,5.445,,,,,,,,,,,19,4,7,4,9,13,3,2,9,20,15,16,20,13,10,18,24,2,15,18,8,15,8,13,25,14,24,12,14,13,18,1,1,5,21,5,13,18,9,20,3,22,20,15,10,22,2,22,12,23,5,12,12,4,5,22,13,17,7,25,5,13,20,14,8,9,13,6,4,9,14,8,17,13,21,6,15,3,3,7,18,6,8,12,13,13,16,16,23,22,12,18,9,12,7,14,13,23,5,21,15,15,6,15,20,24,4,15,21,3,18,8,9,13,5,6,7,18,10,19,9,2,23,5,25,10,14,7,7,6
2019-01-02 06:00:00+10:00,,,,,1.781430006,2.015737772,1.419886708,1.501840115,0.3381,3.8573,1.9092,1.6827,5.6548,2.4434,0.3266,1.9656,3.3305,5.5562,5.651,4.1,4.9828,4.5183,1.8671,5.5741,0.2347,0.3373,0.6988,5.4566,4.9048,3.8378,3.0356,2.9208,1.2147,2.7119,3.474,4.6845,4.5589,3.7839,0.1046,1.8589,1.3509,1.1785,4.8044,4.6256,2.9942,5.0477,1.8214,0.1644,3.3196,1.8903,1.1416,2.6567,0.8676,0.3317,3.5219,1.1807,4.0199,3.7691,2.7295,1.6249,5.8072,1.8188,1.4527,1.1356,4.198,2.8578,4.2081,0.6126,0.3686,5.3207,3.5916,0.32,1.344,0.1723,1.3793,0.6229,2.4372,1.8651,4.4117,1.556,2.7161,3.5007,4.7317,5.5022,1.5237,1.201,0.9524,0.619,4.4497,0.4523,1.9954,4.4075,1.4059,1.5718,2.6634,3.3408,2.3685,5.3682,1.7926,1.7567,2.7411,5.2558,1.5495,2.3056,0.4832,3.0242,5.2017,5.0171,4.96,3.4551,4.7268,6.022,0.3404,2.8318,3.3583,5.8718,1.7412,0.4319,4.5417,6.0901,2.278,2.4105,5.3364,5.1168,4.6726,3.1533,5.7518,0.6008,4.1164,5.2679,2.6878,1.5603,1.5071,0.9265,5.9679,2.1473,2.7009,,,,,,,,,,,20,21,3,13,23,12,8,8,17,21,20,18,24,3,19,5,22,1,11,25,12,24,14,11,13,8,6,14,3,19,13,8,22,18,5,12,22,4,11,20,12,6,15,17,23,22,6,7,9,3,3,23,11,3,7,12,24,13,6,9,19,6,16,2,17,4,2,6,9,12,20,15,9,2,5,2,8,24,25,24,13,20,23,18,16,12,10,9,15,4,6,14,13,7,16,9,24,13,24,3,9,13,12,24,1,19,8,23,3,24,20,12,13,18,10,4,1,14,5,10,10,13,23,25,24,5,11,14,24,9
2019-01-02 07:00:00+10:00,,,,,1.766498923,2.011800051,1.434188247,1.523944139,2.7458,3.4031,4.7358,5.4019,1.4342,1.5297,3.9279,3.4869,4.4755,1.5701,5.4164,1.763,5.9237,4.2893,2.8072,2.1177,5.2726,2.9641,4.4815,5.4074,3.2853,0.9792,3.3068,1.7323,1.1026,3.4773,5.0932,2.9994,5.2448,3.1346,3.9466,4.4744,5.6602,0.2154,3.9874,0.2947,0.316,1.6516,2.3306,0.1775,2.9283,2.7014,5.5329,5.3691,5.7404,3.3227,2.2243,2.5247,1.0604,4.5261,2.0467,1.083,4.5702,0.1511,0.3476,4.7819,4.5327,3.6675,3.2996,1.6356,1.6572,4.7201,4.7148,2.5044,0.637,0.9398,5.9805,0.1582,5.8775,3.3866,1.3085,1.9734,3.0858,0.5334,1.8352,1.6172,4.8155,0.908,4.4211,1.9974,1.895,2.5065,0.9256,6.0274,2.436,3.7332,4.9012,0.2135,3.5838,5.5416,0.9448,3.9088,3.1891,4.1208,4.8663,5.4096,0.6406,5.6029,5.8452,5.0061,5.1691,0.6287,0.4859,3.9141,5.3044,3.8704,0.8002,2.8187,5.2049,1.3621,1.4764,1.6931,3.8996,3.5072,1.6561,0.228,0.5231,0.5874,5.1922,2.6173,1.5711,4.6192,0.6381,4.1118,1.0935,0.6695,2.5061,5.3267,0.4233,,,,,,,,,,,21,21,11,2,23,23,5,6,9,19,21,23,11,10,16,18,18,8,21,3,11,5,18,1,19,20,19,16,19,14,18,22,10,15,5,3,12,17,8,22,9,10,6,16,7,17,3,22,3,8,25,10,3,14,20,9,16,2,2,19,7,19,3,9,4,16,11,18,9,7,9,11,17,7,23,18,5,16,14,1,20,18,4,11,14,5,5,15,25,13,7,20,3,17,16,3,13,21,2,18,6,5,14,7,3,22,14,25,21,22,5,8,15,9,22,20,20,5,20,11,13,12,15,21,5,15,9,12,16,20
2019-01-02 08:00:00+10:00,,,,,1.81345892,2.029412985,1.42323792,1.556626201,3.4928,2.1058,0.1763,5.9403,1.4819,5.7229,3.5656,1.6349,5.7464,2.393,3.6496,1.0174,1.1839,5.6828,1.6567,1.3739,4.5846,2.0829,5.681,3.7887,3.0035,3.7904,3.8403,2.8378,4.8262,0.1598,0.4172,3.9381,1.9362,4.8472,2.1112,2.544,4.1346,2.7957,0.2983,5.939,3.6585,4.0832,5.8701,0.3639,4.385,1.5461,0.6824,3.475,4.9053,2.9077,4.6603,5.3958,4.5457,1.6822,0.4189,5.3392,3.3799,0.2368,3.4409,6.0473,0.5167,0.2218,4.8784,5.844,3.6606,2.5174,4.8566,5.1748,5.085,3.479,3.3638,1.0283,5.0377,1.7706,4.1309,3.6456,3.3722,2.3559,2.976,4.4913,1.2143,2.9477,3.6675,5.9084,2.6752,4.7695,1.1162,4.4524,1.0095,2.4817,5.5321,4.3017,5.6648,0.7014,4.2829,5.9433,3.2025,0.1942,4.0637,1.3938,4.4093,0.105,6.0178,1.2757,2.1236,4.3301,1.1429,2.2185,3.8613,5.6607,4.2688,3.2393,1.394,1.0299,5.7805,1.1459,4.0833,1.2175,2.6144,1.6047,2.5965,5.0236,2.2279,1.2368,0.5612,2.1275,1.898,2.7738,4.805,2.8506,2.477,1.6879,2.7546,,,,,,,,,,,22,24,14,9,6,4,19,19,21,18,4,15,25,21,11,24,13,3,23,1,8,5,16,7,2,9,13,21,22,25,21,3,13,14,23,6,17,11,7,2,5,14,16,3,6,16,18,6,6,23,16,3,15,19,10,15,3,5,4,10,7,6,9,2,19,23,24,9,6,7,17,3,11,12,5,18,16,9,3,2,6,16,9,19,22,5,6,5,8,10,14,13,17,11,24,25,16,8,20,23,6,19,10,15,24,18,10,24,14,9,6,24,14,15,2,2,1,11,13,8,13,19,5,6,2,7,21,1,8,22
2019-01-02 09:00:00+10:00,,,,,1.752164841,1.931109667,1.404334068,1.497889161,4.5045,4.9259,1.5957,3.3448,5.6248,4.5674,1.7017,3.3949,0.4348,3.2023,2.1893,0.7246,0.5242,0.3124,2.5698,3.3206,3.1491,0.446,0.7323,0.2157,4.9415,1.9721,4.5297,3.9325,1.3668,4.0511,2.7761,5.2566,5.2204,5.8814,6.0181,1.0964,1.9972,4.6418,4.014,0.8621,3.5848,4.1421,3.408,5.2711,5.6226,0.329,4.3611,4.5519,1.9248,0.7971,2.8369,2.7232,5.2249,5.5113,3.1607,5.5736,4.1703,4.8593,1.5678,1.0141,0.475,3.4078,3.1054,1.9256,0.4666,4.5544,4.1546,0.2317,4.9016,4.0926,2.4677,2.2674,5.5113,5.6091,2.5188,3.8471,2.5339,4.4132,4.6257,0.4683,2.2257,3.3903,2.4771,3.1986,1.1927,1.5084,2.947,5.8637,4.9064,2.6758,5.9141,5.7413,5.1598,2.8103,3.2925,3.7875,3.1632,1.1604,0.8136,1.9762,0.9316,1.959,5.1341,4.1393,0.7152,0.7122,4.7004,1.9485,2.8949,4.5278,2.574,5.563,4.2797,3.4267,1.2279,0.861,3.9653,1.2298,1.6377,2.4515,1.7883,5.7884,0.6195,0.9635,1.7186,5.7382,1.6991,3.6448,0.9896,2.0031,3.2508,4.0237,2.6704,,,,,,,,,,,23,18,7,5,4,10,2,22,19,2,23,5,24,12,10,21,16,6,4,11,25,15,13,9,15,11,12,21,11,18,16,13,11,19,20,12,13,16,5,15,25,20,8,25,3,23,15,5,18,11,17,20,15,17,21,6,15,11,5,10,2,13,21,10,23,10,24,22,13,22,6,4,13,24,17,1,15,8,17,21,2,5,18,19,16,7,23,16,18,8,10,9,12,16,19,15,10,8,6,7,1,11,9,8,11,9,22,18,5,2,11,20,16,5,17,25,4,4,1,8,24,7,2,2,20,19,21,11,19,21
2019-01-02 10:00:00+10:00,,,,,1.842713594,1.971760869,1.374163628,1.511509657,0,0.4143,2.1646,1.2724,1.2031,2.4058,5.5075,0.5514,5.4785,4.7753,2.4167,4.4787,1.06,2.4066,4.1148,2.846,1.4091,5.5148,5.9982,5.5967,5.7599,5.3742,6.0632,0.2103,1.2062,1.2979,3.982,1.6298,2.8267,4.8519,4.5067,6.0954,4.6752,1.6483,5.3958,1.3278,5.4425,4.5352,1.6321,3.3401,5.6712,4.4938,1.1988,4.4402,0.4767,0.8737,3.5266,5.6445,4.1321,1.7447,0.6268,5.7667,0.172,0.7837,5.7933,3.765,4.7314,2.1856,4.0902,6.0102,1.3864,3.9126,4.6817,4.932,1.9972,4.3598,3.7068,4.8216,4.5708,2.3982,1.957,5.4576,3.8483,4.8109,5.4357,5.2108,2.3035,3.0546,2.8743,2.1601,1.0414,4.3461,3.4937,0.8271,2.4118,2.355,0.1345,3.8636,3.0783,0.4184,0.5682,3.5138,3.8408,4.5144,0.83,0.9462,2.9913,2.102,0.9726,4.0295,4.5469,0.2652,4.5782,0.6158,2.6802,1.6864,4.6166,1.1993,5.3419,3.5951,0.5766,5.1513,2.3436,5.562,2.66,0.3575,4.4979,3.0799,4.9733,4.392,3.4241,3.5205,4.2281,0.6719,0.5968,1.0496,3.0678,1.6933,4.537,,,,,,,,,,,24,4,22,22,23,17,5,7,23,19,4,17,23,9,8,2,2,16,8,4,17,11,7,9,17,7,25,18,7,20,23,7,4,5,19,13,8,21,16,22,14,14,12,21,3,23,10,4,5,16,15,9,25,5,18,19,19,15,23,16,24,2,5,10,12,20,25,6,11,20,14,18,11,11,22,3,20,22,9,12,13,4,11,4,6,19,1,19,5,3,6,14,5,9,9,8,21,22,22,11,20,10,7,7,14,5,21,7,24,2,13,20,6,14,16,6,9,22,22,4,25,18,3,19,13,15,10,19,10,3
2019-01-02 11:00:00+10:00,,,,,26.9607,11.3489,19.2921,6.5694,26.1668,0.3045,1.0334,3.95,2.0383,2.175,3.7645,1.3234,2.751,5.5697,2.146,3.7748,2.5657,1.4188,2.5831,5.0569,0.1612,1.9538,2.5218,0.6085,2.8226,4.6742,4.3803,5.032,4.7239,5.0311,5.9306,4.0867,5.1857,3.0623,0.8213,0.1889,4.4964,1.2161,2.1737,4.3314,5.9459,5.5565,0.6077,2.0198,1.992,1.748,5.1966,5.2014,5.7394,5.8647,4.4846,3.9844,4.6058,4.434,4.3945,5.4939,1.1161,2.5118,0.2567,3.6503,0.1754,1.6505,4.2296,2.1048,3.8253,5.9065,1.6469,4.9665,2.2853,2.962,4.5973,2.1021,4.627,2.2186,1.5101,4.8133,0.1242,3.6913,4.0757,3.8696,4.3168,0.9228,4.8619,2.955,1.0453,1.7764,1.9271,5.1194,2.3141,1.4122,0.4431,0.1535,4.4542,1.3488,5.3409,0.6504,2.9263,2.1541,2.5032,4.467,2.1683,2.2919,1.5348,2.67,1.883,3.2045,2.9373,2.8138,2.8544,2.9174,2.8654,5.6971,0.4448,4.1042,3.263,5.2467,4.281,5.1428,0.3789,3.7031,5.3479,3.5402,5.3307,3.4621,4.1727,0.3481,3.4123,0.1332,2.2742,0.7961,0.273,2.753,1.1657,,,,,,,,,,,25,18,13,6,2,20,6,20,11,20,11,2,16,23,5,4,23,5,12,11,5,14,18,6,12,8,11,16,8,19,4,6,7,15,9,9,11,22,14,8,11,2,8,21,15,5,7,20,22,11,11,6,22,11,9,5,4,1,21,15,15,7,13,17,4,7,15,19,16,9,11,20,2,16,14,4,3,17,19,11,21,1,8,14,14,4,8,14,21,16,9,22,9,16,19,15,15,6,20,17,13,5,16,23,16,21,10,17,9,11,9,12,3,12,20,7,4,9,2,20,11,10,9,11,13,12,19,14,17,7
2019-01-02 12:00:00+10:00,,,,,13.074,22.9696,6.396,46.9257,42.4222,2.6227,5.4627,0.6375,0.5157,5.2523,5.3747,3.1176,3.5568,0.8348,1.3871,5.5917,2.849,3.5753,3.8766,0.6461,4.0581,1.9323,1.3175,4.5195,3.4938,0.7814,3.8591,2.6242,4.3709,1.1244,2.0836,1.1642,3.7861,5.9055,0.2873,2.0118,3.8632,5.7553,1.6672,0.5372,5.8914,4.1846,1.6981,0.4906,4.7252,5.8994,4.746,1.7714,1.5818,1.4383,4.2096,2.6869,3.3112,4.1296,4.9398,5.5497,1.1744,3.4929,5.1001,1.7398,3.3762,3.2238,4.646,5.7897,1.874,4.7075,0.2003,5.1557,5.0274,4.497,0.2314,1.1084,3.9296,2.7006,2.7963,0.8241,1.7209,4.6145,4.9506,2.422,3.1058,0.5969,5.7762,3.059,5.4683,3.7167,0.1583,2.4965,1.6358,4.8733,4.5327,4.0852,5.8774,1.4623,1.6106,2.2745,2.2958,1.4956,4.8582,3.6185,4.5606,1.6821,1.1283,0.9848,5.7337,5.8633,1.9733,2.8323,5.4207,3.7306,3.0106,4.0143,5.6862,4.3323,2.3915,1.2021,0.5274,0.7438,2.3212,4.8814,3.811,4.2813,4.4439,0.5354,4.5451,3.7536,1.8596,0.3371,3.2925,2.9474,3.1511,0.3957,5.5074,,,,,,,,,,,26,9,13,16,5,18,16,18,15,21,5,10,16,4,9,22,12,15,19,8,10,17,7,19,10,7,12,22,13,16,12,20,18,2,23,7,5,20,8,7,12,1,2,15,10,18,14,20,5,9,3,20,3,3,6,5,13,23,11,21,12,9,20,5,12,4,4,22,3,22,19,22,6,11,3,2,4,17,1,17,23,17,4,8,17,7,22,3,19,10,15,4,19,8,18,22,15,23,6,11,14,19,12,14,15,11,20,13,16,8,15,7,18,21,22,20,21,2,6,8,21,5,14,18,20,5,18,13,12,3
2019-01-02 13:00:00+10:00,,,,,7.8466,2.0592,42.2317,19.9431,32.1548,5.0602,5.1946,5.9062,3.513,2.7827,2.733,4.1052,0.6676,3.9675,2.7924,3.3097,4.715,0.4191,3.218,2.4799,0.126,6.058,4.6336,1.4615,4.8172,2.5038,3.4276,4.3146,3.3572,5.5511,5.7074,2.7519,0.6907,3.4442,2.866,4.3906,5.4986,1.7132,4.385,1.8442,1.2227,4.7122,1.285,2.0372,5.8668,1.0194,0.2996,2.1992,2.3178,2.2096,1.9854,1.3006,2.4231,3.4962,4.2173,5.6857,5.5908,1.6802,1.6717,5.3498,3.3506,5.4293,3.1686,3.2076,5.096,4.7764,0.9233,4.4713,4.3756,5.7365,4.6399,2.1583,0.605,1.9339,3.7565,0.1488,0.2373,4.0361,2.2409,4.1897,3.1404,2.3211,5.2082,0.8304,5.4986,3.7848,1.6547,1.609,3.6338,0.7672,3.6066,3.6249,1.9572,2.8771,2.8097,5.6861,0.2959,0.9362,4.4241,2.0386,0.229,4.0816,2.3139,0.6675,5.6417,3.3464,1.1548,5.7944,4.899,0.8326,0.8555,3.4144,0.6217,2.5502,4.8409,1.3327,3.8685,1.3475,3.134,4.7027,2.4434,0.2195,5.2329,5.2861,1.8232,3.473,2.2692,0.3683,0.1087,0.8632,5.7278,5.7961,5.0009,,,,,,,,,,,27,16,1,2,4,2,18,1,10,11,17,10,14,22,8,9,6,16,12,9,10,6,18,19,6,12,20,13,22,23,15,6,7,23,10,2,2,8,18,17,20,13,21,4,5,4,12,1,7,1,9,6,19,20,18,18,12,2,9,10,22,6,12,18,12,12,2,15,17,19,9,6,15,2,12,3,20,17,15,3,1,14,14,20,7,3,2,19,10,13,14,11,5,21,14,11,4,11,6,2,11,3,12,5,18,19,14,5,4,9,19,9,19,18,4,15,6,21,2,18,23,7,9,14,9,9,13,17,23,1
2019-01-02 14:00:00+10:00,,,,,10.7215,8.9544,22.7079,32.7111,1.0663,4.408,3.8781,5.7891,4.2843,0.5464,6.0312,1.6493,2.3706,5.9785,4.5828,3.424,0.1034,3.0304,0.1207,4.8336,1.8563,5.5908,5.9714,1.3392,3.8663,0.1924,3.9626,2.3312,3.3322,5.9073,2.3063,2.3257,3.9181,1.1025,0.6009,3.3831,2.0773,1.5955,2.6301,1.1379,4.7631,4.6549,1.0795,3.023,5.2778,3.6598,4.7116,5.1398,3.3546,4.3299,3.1519,2.0313,0.2208,4.3532,3.0862,0.8098,2.1955,5.2871,2.1343,1.1582,2.1694,1.4375,2.9143,2.8737,5.7206,3.2675,4.0837,5.1971,5.3247,1.9152,5.781,5.5657,0.4969,5.5061,0.9462,3.6364,5.0829,0.5092,2.0835,3.7656,5.4238,6.0386,0.5067,5.8546,2.7798,6.0748,4.7233,1.9732,5.7121,0.7955,4.4789,0.9151,4.5207,3.16,5.6025,0.3092,1.7353,4.0617,4.5603,1.8338,2.4759,3.7863,4.2329,4.0512,3.0845,2.1323,2.7872,5.5167,5.5346,1.7184,4.4866,0.9991,6.0714,0.3839,0.5027,4.4572,2.7478,5.5179,3.5165,5.9745,1.6929,5.4669,1.279,5.6369,4.1893,3.0537,4.9102,3.0417,5.2789,0.6682,1.4805,4.4884,6.0302,,,,,,,,,,,28,19,7,16,3,18,16,18,12,13,13,10,9,16,21,14,8,14,10,8,22,19,12,14,1,10,21,20,8,6,6,8,4,13,10,2,2,1,16,15,5,18,9,6,7,20,8,21,10,4,15,12,19,6,1,8,10,11,12,2,13,14,14,2,15,6,2,11,7,4,16,18,8,8,13,6,10,19,2,8,13,14,12,20,21,6,11,16,18,13,7,3,17,2,12,20,23,10,15,11,23,6,6,11,17,3,5,17,9,1,20,5,7,22,7,17,22,15,5,22,5,15,6,20,10,4,4,19,8,15
